ID,MRSA_FoldCh,VRE_FoldCh,EHEC_FoldCh,VRSA_FoldCh,CRE_FoldCh,MDR_TB_FoldCh,XDR_TB_FoldCh,GAS_FoldCh,GBS_FoldCh,NTHi_FoldCh,MRSA_AdjP,VRE_AdjP,EHEC_AdjP,VRSA_AdjP,CRE_AdjP,MDR_TB_AdjP,XDR_TB_AdjP,GAS_AdjP,GBS_AdjP,NTHi_AdjP
LTLJZZ,1.5488501077299106,0.5631162412842432,-3.37130282216728,-0.6877633061504468,3.256270515449086,6.811858609670839,-5.664534856859754,1.7230950527501787,2.7644099480081055,-2.505201593356322,0.04843405596641483,0.09627371065038183,0.04739960272885809,0.05728879830578473,0.027602666191463773,0.09863610779075854,0.03365569332588089,0.017350086568818035,0.010130928054876157,0.01974034940550283
EFAXU9,1.9217409903489417,-0.9031418809027276,-3.761462791748413,-1.2760548494326827,-3.2474116434309948,2.4072755981211915,-0.07287118108216616,-0.5659758165138058,6.455685033563468,-6.682115690037991,0.07278846376535754,0.08700253893207555,0.08068751051465321,0.031202037649459224,0.06254529606262346,0.038321570486227856,0.06092933154945474,0.08232096833664175,0.04622987069828224,0.09780906881393216
TVWA0Z,-3.3916656284258906,-0.533432939948454,2.782907347041519,0.6365955970693965,3.8558845836739275,3.0355296054229286,-0.7197565001767102,-10.354928564537852,2.6769922289987287,-4.692008127243153,0.025121837585173973,0.006979305170985509,0.021693069670725526,0.08621953370666793,0.07186884346716266,0.05093023860924985,0.016742725918413387,0.05552721140459077,0.08995109149672344,0.07953744257408427
GQH2IO,4.1178837066243235,1.6133541020680477,-5.320479365699288,5.43855943188832,2.05716732646352,-3.8435394481972205,-1.7047326334123651,1.30143042120538,-0.08320596853299853,-3.3556219944015715,0.09447458045323003,0.03880926725368069,0.06706017935998534,0.005850903376538749,0.04664470025630447,0.007334413050642585,0.003223074920817734,0.04882644318416402,0.046342961814136066,0.0026551234493996934
7JAGQG,4.7674971425236885,-0.3166807138295866,3.7939855761722643,2.7736001465245224,-2.0319361749757188,-0.04233558176935424,-4.011998387065206,4.573545818811699,0.21867829089579902,2.056605629808156,0.0838148973911497,0.07924045056253796,0.012174969530132973,0.0666980516213661,0.05838739919814751,0.0966342935227901,0.004784596700831575,0.07846276279457048,0.0403467559520969,0.05373343028130952
0PRNQ5,2.0439088418529985,1.9174741812041594,3.5787800410263584,5.26381939485297,-1.4263354088336224,1.9847494436937585,-2.2124399615272026,2.4995292140244327,4.607452320974141,0.4662999590296457,0.06457813937282716,0.05323976621144472,0.058794414653389075,0.008290410500259068,0.042035090960637796,0.04134641939091926,0.09834131649644103,0.012928413441352302,0.008805156934057118,0.011624815208183537
AVMH73,0.7373438352695642,-4.237359321744934,1.9396349402767035,-0.4052303512380121,-5.9390625209164485,-3.814886168162573,-2.0415680433019907,-3.8781522062994798,-4.55330190466371,-5.531149264005746,0.007109752347346801,0.07537880104245305,0.011198894921368566,0.05777817858503107,0.09356672640917757,0.08317503244711347,0.08194994011444819,0.007937465189244347,0.05123353141924592,0.03882203576579329
Q7X45H,2.9209435424459023,-0.28910615333587086,-0.03416940284182722,-0.1461925240870839,3.1229491882621,-4.660065143194115,1.5163739857279115,2.7567469450647875,4.18052992359063,-2.0778911979449366,0.09515013009131927,0.018593532444708974,0.09370078317279311,0.05736093514251391,0.007711809040221215,0.02851079529618962,0.03647188059066414,0.04738064606285455,0.0788326681065161,0.015318865224757061
1TFHDH,-1.1826373177347724,-4.530645870338661,-1.754159108407631,-3.090607338437943,0.7898387287000823,0.8242702244930511,-1.7973818104554535,-1.8433358702470333,2.3212296558839864,-2.838079550825017,0.017438467578789474,0.039189674738844556,0.02795341232864182,0.0811069838162903,0.0066211070004206785,0.015676615565005242,0.05869433480553904,0.08916450849760899,0.01992023139358784,0.08729095242409539
Z97ZKU,4.952065095827697,0.3231435514507366,-1.2055126352907102,-1.1479664032803532,-1.419073185582071,-1.9554819409645572,-0.12847318838824767,2.281842262271955,-0.8169872953655212,-1.3109270600454748,0.03200668345092926,0.0937047218152426,0.07885097408898663,0.037624503538663534,0.02609571627419148,0.037445099823589637,0.07185636512013871,0.07262038846067084,0.01659835986524487,0.028500657063398604
RRL04L,0.5024012757408204,3.5681995195099327,1.395948925936763,0.5752086233546843,0.05574417315555539,6.714608964176083,-0.11549244221834314,-1.0604948817934783,0.7277391619116891,-8.397045089934505,0.039205864624559925,0.015628092663170987,0.009805616436447132,0.00707302142178419,0.06798673352290403,0.08474230071531887,0.024703482002957147,0.07918466381776126,0.07647186258749586,0.05537554409354646
XWX55H,1.1977834601375168,-5.294230139651587,2.529574874500258,-0.5888568269596898,0.7579494030832707,1.1341755222166912,3.9127125929625715,5.838921091209871,0.8544810668605707,3.4502789298537606,0.05885423507850637,0.011457992044898488,0.0912243495792299,0.08854595975103806,0.05460582173671996,0.07559672741667453,0.038298205206946066,0.01684675901727002,0.005737406695812755,0.004036714619062742
T4R2OF,1.4035970728489349,-0.20296471452036308,2.5198933374970807,6.217026073166629,-0.8550558031536287,1.4913968499072872,3.7321395902328414,2.537200540822786,-0.8432963378471271,-0.6104103489806699,0.06923438821346918,0.024036071255261665,0.05782042609508826,0.06053295239968331,0.060583607200772695,0.06552810547265533,0.09979492064099325,0.08610873687448502,0.0484755536481184,0.020148035961029515
ED3DBE,-1.5856686752826854,-0.4932926046506612,-1.217069132344337,-5.2806640712869335,-2.4498773337995488,4.101382510195236,6.851249911742419,3.615221663312059,-3.9495925597945276,-2.0415298442580925,0.04239272660386973,0.06182624256491548,0.020833588968476105,0.06715613421404726,0.04311945657426493,0.023803846869290074,0.013061894922314729,0.05582291806519837,0.06431423910242111,0.06305413221695377
9TBJTY,-7.0126687556994,-1.6729244922863067,-0.7641905517977314,-4.72510016172642,-0.64707971809754,-3.32413718045798,-1.8356265326674346,-2.3432058544445615,-0.3762204345533896,-0.4806687944319028,0.0343683653947246,0.062162674444875214,0.030845628979301973,0.02310550750014606,0.04993272774883333,0.05913961213856862,0.025911178417716146,0.06872513990493562,0.016214262056484893,0.061402629763392495
GB5CAM,2.2165468936783363,-0.5886060908327595,-1.8763450701669884,1.5767254878028445,-1.1017584576531512,-6.381534828860321,0.47500473304526036,-0.1618166445440814,-0.02169180654973389,-1.6587073602350932,0.011086411222707926,0.09514767842368935,0.06540917806250769,0.042917634565064464,0.03489195990273786,0.015750479209233725,0.0020961084484473896,0.005666470021201575,0.0935945961211797,0.02732506558059608
OWHIGY,5.345841332465423,-4.661839131757267,-1.4882183356432885,3.3800663550833914,-6.31758000654345,-5.5376203445202234,1.8439854999002925,0.07485050376648185,6.420700415766127,-0.6469432673968403,0.044449460168813903,0.0550346918267981,0.05309556265826574,0.09326429976438706,0.0016123896031661755,0.023191078444650057,0.05970982913919696,0.06961258119166501,0.022168343325760023,0.027665387444144707
NX2JN3,1.6682589897339666,3.4413283344326895,0.6223007777013478,3.3665080570804182,-4.362080072261586,3.1894268168158266,1.3967209906364138,-5.876679268639795,2.985528944345046,-1.8320308917500832,0.09562719759532291,0.05917293174369108,0.045878975283573736,0.05152651176872594,0.09084425045006173,0.016486900410522295,0.02441889214184656,0.027279847407286423,0.04406139899001608,0.07725987887911795
T0EP2F,1.7606881410640556,-4.058449870222448,1.0598693812373514,-3.6870822546826547,-4.084820521768468,0.39140923116100895,4.200172962882715,0.8491805312621382,1.2478831545764224,3.669187891511937,0.09393825388739693,0.09346191246023873,0.040404110761650916,0.035611493819545786,0.0583826329334196,0.0034760056608868217,0.00793776145795913,0.018917249144564635,0.07536336482149737,0.012873162022367823
9E8KX6,0.18097000383759465,-0.06440787439131337,-0.7416168573486974,-3.714304362366284,-3.066589073651044,3.833705165889186,1.401230194806122,0.80285899646551,4.310095909318692,4.475828630915182,0.07599192832904449,0.03833308103859764,0.03848175589650844,0.020417238314148572,0.0772906776959261,0.0031758138776611516,0.08512071274625961,0.0921283112158654,0.022961052592514186,0.022886662149719628
OYFJVI,2.704978381375647,3.2418886203387394,-3.3706148409764976,1.1881547238900674,-1.1037649248693084,-6.7187095781738115,2.703863132321661,2.2858577142558123,-3.384111801113403,-2.2588296543627346,0.07554935698452281,0.05858305094426844,0.09286362135711361,0.033327049174435616,0.08693258052810424,0.07846283259557163,0.07436788823522997,0.08517560920703736,0.057928204478211495,0.06379017722638097
6ID5OD,-2.2842720980856077,-0.775008250531686,-4.040043589910807,-1.1415802397184633,5.615357601088297,-3.1009148654123306,-0.46216681908302304,-0.10482771472700635,-3.263736286294758,5.143223934494806,0.017219419530988433,0.00795954375807495,0.08179750041373966,0.054282772091235255,0.002303351464948769,0.07535732404834095,0.09146160062886065,0.09718246092427582,0.02477885924250886,0.08158018014993071
TS2K4E,-1.3054013865476612,2.3695220977056,-3.485727161273102,-0.8241655242286514,-2.4535650486654674,-5.3150453509986,1.6548339272952446,5.001937277988428,5.321807387508226,-0.35239800202062693,0.08770995376063835,0.011637779251776031,0.04324765847363039,0.03147714411277967,0.09169057324490368,0.09945431664243107,0.03613616535158086,0.025693289354618273,0.05690498958229153,0.015478736510500718
FZ9R7A,-4.5811284334214974,0.9065976825570108,1.3613318558770855,-0.10314644229296929,-0.27648032448717175,-3.184177105448576,-1.1089299940700181,2.7039467225741673,-2.451426851709769,-4.270380532208771,0.09415447387263279,0.05042169403017549,0.03282663844739339,0.0058695169629027905,0.016856451457404567,0.05672555915934716,0.08106038373603004,0.09925635188007474,0.023638458351383493,0.05896620368671669
I0FXKP,-0.5499621792765789,1.644453329501674,-0.8751564435942311,-4.377105840535197,-0.7691827938480462,-4.468278794876947,-6.875730292930673,-3.0278214999459703,2.9264656826092206,-4.2804416030393355,0.06110816774804735,0.07227922013812887,0.007054860209595282,0.05290626749749248,0.010720218774707288,0.011733256968678427,0.05503112853537797,0.0091397896788743,0.03145731314139051,0.048529889240030245
MI89VJ,0.23726013732591045,-1.1125752254531625,-2.130692222355272,1.2670755375080418,1.5317241047080867,-1.0674854276829935,-1.4431422936277278,-0.2188961996531094,-5.067055176475504,0.8173260133225173,0.0808846009705434,0.0028021837990114262,0.03541467227470162,0.008744702031342505,0.057208246035161836,0.03238756509895216,0.05168499278444721,0.03557570616074854,0.03128051304681588,0.061212512052420294
EBYZNA,-0.6326689401283324,0.780282081409674,2.4649452173436055,0.19191770221504445,2.1886983521538133,1.606448761808441,2.353348380932577,7.05887363406592,-0.27827494765274624,2.738878041282907,0.075925585882371,0.09183567023162671,0.017227725096896296,0.08032154700193585,0.025017393184285197,0.07326100348478144,0.03452291012301478,0.09854656678201806,0.0638057676961245,0.050434925505839924
9RN0TU,-0.9797240760927772,2.1980394312603817,1.1543221489089608,3.313597328746962,0.33073451824581346,8.034054201997762,1.936129658129238,2.9273908263396384,0.14165613592805631,1.1893793532857329,0.08888701086193446,0.007719143575233636,0.019229223867599343,0.025852353889067856,0.08990914426016504,0.09974363266205459,0.05913421570529001,0.023881509855776223,0.09476112829657113,0.004180925788726836
B5OAFD,-4.334967723467324,-2.280254167298929,-3.9649971375987247,4.812645190809571,3.2686632450150865,-3.991154344029752,3.3230474395222402,4.266679964382811,-0.5407699970039131,5.371612495943209,0.054105656181197524,0.08515815471874032,0.04894786737170886,0.012461666235386207,0.045822240619362124,0.004027733101007236,0.05544547502224032,0.06775483052807593,0.032954266016744976,0.08740798111587775
UNOMWF,1.9022784610997563,0.665838739650898,-3.2412768658680133,4.29004305562117,0.42128540327176456,2.079627024304303,1.6025816766833487,3.8896132589540615,-1.0771180676941743,0.8153448021292953,0.07785308787309267,0.0514160820416357,0.09569808330844516,0.02296425675051357,0.04668163520544135,0.08739571494993985,0.008465066500843929,0.08440993312916441,0.07969522756155747,0.019203674119511238
NKOFIG,-1.7639116724178283,0.4019428860203965,-0.208193077350791,1.3655697223663321,-2.051054094442141,-2.134575561943045,-5.607775608018875,-2.3710276982587106,0.6276150254871529,0.018007624729051937,0.06712496069207607,0.03035956173864962,0.0576101156770203,0.08253574262834412,0.08995604237907735,0.02644406585362105,0.08076670397097961,0.08851824860988645,0.05083060973785956,0.01424435595793648
DH196J,-6.216478468476767,-2.1983532413138143,-0.8448172029990645,-5.9596697152229705,-0.9130244682663771,-3.5949000918237664,-2.2747690082491308,2.033691557071093,-2.1282216813803956,-3.2448485510670944,0.04344594226428397,0.037323714382912404,0.03456100257500329,0.03934906322567251,0.09174834335977713,0.09086569004902677,0.0198340530814647,0.0716071102513959,0.058320854063194386,0.07583325611851588
J36Z4N,0.9615232082118883,-1.463998035890936,-4.2228045372241985,5.412524378401865,5.0097277398676505,-1.2483211938674557,0.4813280680124582,2.7745292974069145,3.5292985933274252,0.479065690867724,0.03607681480813146,0.00518559964047717,0.012941602990933138,0.028710634695785137,0.021482740278197437,0.07945392347342689,0.08681835930967136,0.08830646213299301,0.036784947289245085,0.07144270910627562
56ANB8,1.9209126345252163,-0.8998399364230996,-2.002470481470805,-2.60323714681435,3.8494738820285743,1.5105379160507644,2.0077513833106324,-0.6142447088967254,-4.105755512574815,4.640457710642037,0.0692966094175467,0.06329965309482505,0.039280087933474636,0.03489877982138746,0.06188350965905422,0.027928018159259757,0.05328293015907175,0.08303269977233607,0.06558184929758645,0.019424510552382687
IWKXGV,-1.2709928250798588,2.6306523130997146,-2.3908288726787608,-4.231156863633337,-5.588783936060823,-0.5878997967584978,-0.34098740626477625,1.1498588421954459,-3.566780030248918,1.3943678860054884,0.007272572815512135,0.08413836701668842,0.012240577595790156,0.04364118428385988,0.03998548544564462,0.040493640086529135,0.09197508152520428,0.06936921185167502,0.04151945519745048,0.03632187181847073
6R735J,-2.427808857843506,0.26591181836515676,0.05267422148765204,-0.7612111666947545,-1.2945778156002326,-2.6959150931899205,-1.9297778277877737,-2.6333981900691086,-0.7322444377695351,-6.656027758516455,0.02389060987251497,0.0934356646223512,0.046843980566460365,0.004927879909394806,0.009970616841904367,0.004464086286749741,0.0035577559477100035,0.018584940245416806,0.054376680777324535,0.07306985705812255
I2H4ZE,-5.847253694105837,-0.25849096174110175,-0.7672740938879812,7.128848332327341,0.649551752003301,1.5994272517801758,-4.219990154950246,-2.283071191352801,3.2030840392690494,-4.871156530574574,0.009391448808250491,0.04886816924229218,0.04598021827253102,0.08601964252272876,0.02657313336402292,0.04089023048382551,0.0873800293191902,0.030968545903409847,0.05802212003505467,0.003926942378666545
OIHDCR,2.8574683230280775,1.8993613600111814,-2.084251279797696,-2.5970941358153747,-0.16639159739242299,3.061094455958941,6.998178710718839,-0.744134122805947,2.77505064479203,-0.8944256769900001,0.0993129442394947,0.05228323916363799,0.06975131327825196,0.09531036752605605,0.04687266173950504,0.003788840473240615,0.06468949232260883,0.0602791604836689,0.005703424565017559,0.06076792676933598
8U0ENA,5.068241611430903,-1.7758679283780738,-3.875710121455108,4.304831731429471,0.8330849015596329,4.5032974221876225,1.2793361145614024,-0.40695405735239887,-1.2225254785106237,-0.3310965504130879,0.09105780435244372,0.0038012305306957123,0.08346155424776305,0.0989410719422959,0.09073809806112196,0.07666034410962347,0.09682347809822028,0.07574546864614859,0.09795033250537553,0.07892778149680697
EK8LB6,3.1088850675647364,1.6707862893673406,-6.300764534815407,0.6494381120046854,0.4284614468801874,3.341441945954176,7.556284754403283,2.4386243925493636,-1.0690412505204645,-0.1406231491534153,0.09787514925693616,0.05827683134165216,0.018778451786702705,0.08775907005915043,0.06419667997545209,0.06557355608624607,0.06691280153387413,0.08596002702251034,0.02574983144128827,0.09552068431693725
OQVEV3,-0.7818321699630855,-2.119244093184423,-7.806571248930892,-2.7336843029418976,-3.9185932905518923,4.146455890372499,-0.6353880630971974,3.7537683918217564,0.4255970298380508,-1.007885424853519,0.08012670298661162,0.036471025395302864,0.02434391679249459,0.06863838394216537,0.034425166128192686,0.019067758074232707,0.080520589228153,0.07410762243877948,0.09004118370388904,0.06148138447466083
H3QKU7,4.524010651818458,-2.658855619467306,0.8952004755191507,-3.054956286794637,1.748556367074122,3.2065985218683943,6.70271448352716,3.7745309559282827,4.043610195390517,3.2773901164694026,0.07283061976759739,0.09001620825276918,0.008544394562430627,0.03643475361628322,0.044326459986974605,0.020314012381559804,0.0560617289346962,0.012825726599203544,0.05886817922051966,0.023495065311573443
LF7749,-0.554071950345063,-1.2272465448507708,-3.5835234530998017,2.444783920629252,0.2881181775307776,-2.9909493675873113,-0.8161795972111656,1.6424300533154508,-2.0459290735372084,-5.553173111894197,0.0053445864777691005,0.05918933968577557,0.08716910824863133,0.006824776514106623,0.027030693054247074,0.05906544987940167,0.036559980772514086,0.030284661718838132,0.05315004229718187,0.031500727453764935
X6IUJ6,-5.359072020872628,0.3593867598261626,0.955112829823046,-3.9385238718521913,-2.7385647024412374,0.5135115906632177,-0.7638971104539722,2.913174634223849,6.3382862474597035,-0.31816023315907305,0.023150810171097477,0.064592104910416,0.021692437926565597,0.05101129193813427,0.07165242077445916,0.07795610657906236,0.0601253031296916,0.015449096437440843,0.07789000177173797,0.07305822176505634
B9W1JL,-2.886838788213841,3.1598068899044267,-0.36260159181065343,0.6020163231080736,-1.157250025293906,2.9290659782840045,2.4875178350323996,-0.10956373156878733,-2.9052068437062397,2.436597571488374,0.06720243194266975,0.026423206966205398,0.0880282255251069,0.08355416732490933,0.05704096306331565,0.04752796777966998,0.09063462713103516,0.008414399572500286,0.022463702913013264,0.08189620675110867
4LAWNA,-0.38848916422019564,-3.6496499577601247,3.6984848152810645,-0.11280404203505182,1.4184813890554462,-0.40020230018737313,5.40590692036528,7.878697309271363,-3.979700939601384,4.883601582057274,0.06693869482020307,0.058929859000741706,0.03319142979960851,0.07829222614524507,0.028710019293193764,0.09113074474586491,0.05025769739089298,0.047153344545991155,0.04635013685915314,0.00655114611801122
I4U0VX,-4.714508016156842,-4.27899541338693,0.3243022301970487,-2.8913732670777534,0.47796748956294266,1.0626489327529784,6.3571789344222775,2.4624461021831765,2.1480368327069863,2.029074146073402,0.07540345777547537,0.04150408112630073,0.0791050929709233,0.057341767455845044,0.031099006957782768,0.09333151403000381,0.09146827485649278,0.06922890707903662,0.09091110745865591,0.03255133024088003
WX0FKH,5.591386164199042,2.7205081048470534,-1.3589526744592226,-1.1161001256314567,4.454861931314732,-1.7318669313039443,3.756859099378551,4.321490930884396,-1.81786345389338,-4.340291660418339,0.0019027330422761585,0.05844259667523129,0.02042603404995881,0.06389829529050514,0.0024092820269870363,0.0957370412163001,0.01485402336183858,0.07907520967981117,0.028020655513732118,0.0629005507617796
SISKOA,-3.749019418504191,-5.106322006973221,-2.2960801773557913,1.8805038940034025,-1.2616581595479528,-1.3454656927012651,-1.1155805588857235,-1.7305331042203036,-1.243790796265512,-3.4477043495405337,0.07878839219548059,0.03214903922440092,0.07671287961281262,0.035354214598257036,0.09547653165129558,0.0492544054929153,0.044470712856734936,0.003488481140134239,0.08970865231465147,0.07371155439404463
HT29R3,-2.4761279480401814,-3.941488816428648,-1.3625225964494025,-2.6100822917590536,1.4934831858147715,-1.2445081129246678,-4.372874502238149,-1.118198601899318,1.2208971996055087,-3.945205619486102,0.007979049813638756,0.06651760888132918,0.06464236792021387,0.017949805223496873,0.028273358428699963,0.03996173995367031,0.0902959532272386,0.008721925096367836,0.06191708203424301,0.06166936822081964
L0K460,6.855465195019122,-1.309190412954796,2.733266761983369,6.641687600356034,-1.023236292427816,-0.4565263255911179,2.1182129116995267,2.798396700969377,4.716099031125971,-3.7583703281750753,0.061181726350949234,0.016187074312234054,0.0031135162545215395,0.09491936234123237,0.013731461511987286,0.020596135915446567,0.005221217930150818,0.05002462725477041,0.03721332287659973,0.03590550679428803
XK7G2K,0.9184034682509319,3.969930743975622,1.6392830890732042,1.5011305627802864,-0.023897795209701846,1.1830196503325474,-1.985725435143273,0.908110579059084,-5.113328415486475,-2.7846434471675465,0.02112576419545807,0.039724752741941184,0.050183746146337936,0.09442086047974856,0.09518393251304644,0.04487206884734228,0.053300167534158414,0.02163794027953618,0.040444408896739635,0.09865118814363157
71ZDOB,-0.2932808346878848,-0.0403023191976451,-1.8759033173619422,1.5395742508738226,0.4602251424769438,1.366676904230357,2.439228821551953,-2.6103931413554355,5.6102369480992085,0.6072212647546836,0.08899416890872529,0.058952342222289865,0.05817267355810148,0.07513061334307877,0.02113911275645744,0.06749413087474523,0.05534405908038515,0.006072762552743832,0.03360450951227385,0.0804595242621048
2EX8V6,4.020665833805081,0.5523142395974198,-5.274999578311217,-3.074897882383213,-0.3210786989304309,-0.2686718044802136,0.4614073610769549,-1.0074660559398154,5.658876028990805,-1.7236557886057513,0.08472343546991683,0.04899441848959124,0.005541981162666451,0.0464838535970083,0.08124406714239751,0.04571556616574353,0.03781919108119921,0.08796813289429073,0.07122939247858884,0.05923951000337961
6EMW9O,2.1149635827090236,4.657873966409275,5.405122347715792,6.237746880655493,-1.024385715942158,0.040552727624502447,-2.7818438541699493,1.8537836252059194,-4.39767492661315,-0.0811916678676107,0.03442720729924227,0.014893289853123784,0.060761294604817606,0.04198300521514685,0.02043068850281113,0.03108608978799854,0.08815301044872118,0.08156173478616616,0.015703816547759222,0.010900014297187163
