ID;Name;Decription;TSB_versus_Suc_log2FoldChange;TSB_versus_Suc_padj;TSB_versus_Lac_log2FoldChange;TSB_versus_Lac_padj;TSB_versus_Xyl_log2FoldChange;TSB_versus_Xyl_padj;TSB_versus_Glu_log2FoldChange;TSB_versus_Glu_padj
SMU_1025;SMU_1025;"Putative transcriptional regulator; Best Blastp Hit:  gb|AAD03554.1| (AF095748) unknown [Burkholderia cepacia]";NA;NA;NA;NA;NA;NA;NA;NA
SMU_1026;SMU_1026;annotation not available;NA;NA;NA;NA;NA;NA;NA;NA
SMU_1027;SMU_1027;Best Blastp Hit:  pir||E72303 transcription regulator, TetR family - Thermotoga maritima  (strain MSB8) >gi|4981571|gb|AAD36107.1|AE001764_10 (AE001764) transcriptional regulator, TetR family [Thermotoga maritima];NA;NA;NA;NA;NA;NA;NA;NA
SMU_1028;SMU_1028;Best Blastp Hit:  emb|CAC14505.1| (AL446003) putative hydrolase [Streptomyces coelicolor];NA;NA;NA;NA;NA;NA;NA;NA
SMU_1029;SMU_1029;"Uncharacterized protein; Best Blastp Hit:  gb|AAC36978.1| (L15633) start [Transposon";NA;NA;NA;NA;NA;NA;NA;NA
SMU_103;SMU_103;"Putative PTS system, IIA component; Best Blastp Hit:  gb|AAD46485.1|AF130465_1 (AF130465) mannose-specific phosphotransferase system component IIAB [Streptococcus salivarius]";-0.185053303;0.772570184;0.116239796152621;0.852014587126316;2.322367645;4.83E-07;-0.508484136;0.395914676
SMU_1030;SMU_1030;"Putative polyribonucleotide nucleotidyltransferase Tn916 ORF8-like; Best Blastp Hit:  gb|AAC36979.1| (L15633) [Conjugative transposon Tn916 (from Enterococcus faecalis, DS16), 3' end.], gene products [Transposon Tn916] >gi|532541|gb|AAB60027.1| (U09422) ORF8 [Enterococcus faecalis] >gi|1097949|prf||2114402V ORF 8 [Enterococcus faecalis]";NA;NA;NA;NA;NA;NA;NA;NA
SMU_1034c;xerS;"Tyrosine recombinase XerS; Site-specific tyrosine recombinase, which acts by catalyzing the cutting and rejoining of the recombining DNA molecules. Essential to convert dimers of the bacterial chromosome into monomers to permit their segregation at cell division";-0.039557014;0.951116087;0.478730976961732;0.302513127496499;0.890922949;0.106895408;0.712736659;0.28683395
SMU_1036;SMU_1036;"Uncharacterized protein; Best Blastp Hit:  dbj|BAB07462.1| (AP001519) Na+/solute symporter (Ssf family) [Bacillus halodurans]";0.218663172;0.540236801;0.816404654939102;0.00441671052232294;1.194479258;0.00040074;1.445318034;1.17E-06
SMU_1037c;SMU_1037c;"Putative histidine kinase; Best Blastp Hit:  dbj|BAB04873.1| (AP001511) unknown conserved protein [Bacillus halodurans]";-1.520167914;7.98E-08;1.90355210884791;1.87994173549683e-09;1.888731803;1.91E-06;0.224766571;0.615089338
SMU_1038c;SMU_1038c;"Putative response regulator; Best Blastp Hit:  dbj|BAB04539.1| (AP001509) two-component response regulator [Bacillus halodurans]";-0.952889117;0.00074096;1.40112562533489;1.08224901693513e-05;2.030094036;1.05E-12;0.603725308;0.107742849
SMU_1039c;SMU_1039c;"Putative lipopolysaccharide glycosyltransferase; Best Blastp Hit:  sp|P19817|RFAJ_SALTY LIPOPOLYSACCHARIDE 1,2-GLUCOSYLTRANSFERASE >gi|3132883|gb|AAC16411.1| (AF026386) WaaJ [Salmonella typhimurium]";-1.142332863;4.22E-07;1.42851601446591;5.17897248287334e-08;2.075093749;1.83E-18;0.634222829;0.089243613
SMU_104;SMU_104;"Putative alpha-glucosidase glycosyl hydrolase; Best Blastp Hit:  emb|CAB99206.1| (AJ251975) alpha-xylosidase [Sulfolobus solfataricus]; Belongs to the glycosyl hydrolase 31 family";-0.774423887;0.024628862;0.516542770395276;0.211229271996365;2.21845115;1.28E-08;-0.708858056;0.097427198
SMU_1040c;SMU_1040c;"Best Blastp Hit:  pir||H81140 oxidoreductase, short-chain dehydrogenase/reductase family NMB0924 [imported] - Neisseria meningitidis (group B strain MD58) >gi|7226163|gb|AAF41332.1| (AE002444) oxidoreductase, short-chain dehydrogenase/reductase family [Neisseria meningitidis MC58]; Belongs to the short-chain dehydrogenases/reductases (SDR) family";-1.340365205;7.66E-07;1.66802873588172;3.93153751988897e-15;1.351922884;1.66E-10;0.287504709;0.420501831
SMU_1041;SMU_1041;Best Blastp Hit:  pir||H75077 abc transporter, ATP-binding protein PAB1696 - Pyrococcus abyssi (strain Orsay) >gi|5458437|emb|CAB49925.1| (AJ248286) ABC transporter, ATP-binding protein [Pyrococcus abyssi];-0.178424392;0.557219459;0.231243771961314;0.364354819716357;0.053145122;0.90178127;0.245330273;0.520753423
SMU_1042;SMU_1042;annotation not available;-0.176750456;0.620207067;0.114836790078511;0.736920496231148;0.143211241;0.784303454;0.243289107;0.553091171
SMU_1043c;SMU_1043c;"Putative phosphotransacetylase; Best Blastp Hit:  sp|P39646|PTA_BACSU PROBABLE PHOSPHATE ACETYLTRANSFERASE (PHOSPHOTRANSACETYLASE) (VEGETATIVE PROTEIN 43) (VEG43) >gi|2126977|pir||S39743 phosphotransacetylase pta - Bacillus subtilis >gi|580883|emb|CAA51644.1| (X73124) ipa-88d [Bacillus subtilis] >gi|2636302|emb|CAB15793.1| (Z99123) phosphotransacetylase [Bacillus subtilis]";-1.105939417;0.001594373;1.12290868626261;0.00103858858157906;0.766080229;0.037906115;-0.751998381;0.035647741
SMU_1044c;SMU_1044c;"Pseudouridine synthase; Responsible for synthesis of pseudouridine from uracil";0.548382173;0.007615914;-0.782531946683948;0.00035430060744219;-0.699717301;0.016324988;-0.333598507;0.441713722
SMU_1045c;nadK;"NAD kinase; Involved in the regulation of the intracellular balance of NAD and NADP, and is a key enzyme in the biosynthesis of NADP. Catalyzes specifically the phosphorylation on 2'-hydroxyl of the adenosine moiety of NAD to yield NADP";0.761706909;0.004990393;-0.851298117797734;0.00122310620116682;-0.58493858;0.034680494;-0.217614059;0.639994676
SMU_1046c;SMU_1046c;"Putative GTP pyrophosphokinase; Best Blastp Hit:  dbj|BAB06568.1| (AP001516) GTP pyrophosphokinase [Bacillus halodurans]";0.696769084;0.005780166;-0.834013406590815;0.00130195008774543;-0.677042349;0.02019056;-0.112046263;0.86213085
SMU_1047c;SMU_1047c;annotation not available;-0.269927316;0.763291497;0.122784929818745;0.905394442725749;-0.986750622;0.261752215;-1.339120712;0.087332156
SMU_1048;SMU_1048;"Uncharacterized protein; Best Blastp Hit:  pir||C69844 hypothetical protein yjbK - Bacillus subtilis >gi|2633512|emb|CAB13015.1| (Z99110) yjbK [Bacillus subtilis]";-0.524243423;0.103488968;0.684941475049147;0.0190734047886729;0.684730375;0.019769214;0.180418201;0.677101236
SMU_105;SMU_105;"Putative transcriptional regulator repressor of sugar transport operon; Best Blastp Hit:  sp|Q54430|SCRR_STRMU SUCROSE OPERON REPRESSOR (SCR OPERON REGULATORY PROTEIN) >gi|1184967|gb|AAC31628.1| (U46902) ScrR [Streptococcus mutans]";-1.531539286;2.50E-09;1.15548294275505;0.000192230976758838;2.03164342;3.26E-11;-0.749377803;0.060392482
SMU_1051;SMU_1051;Best Blastp Hit:  pir||E69981 iron-sulfur cofactor synthesis protein yrvO - Bacillus subtilis >gi|2635197|emb|CAB14693.1| (Z99117) similar to NifS protein homolog [Bacillus subtilis] >gi|2635215|emb|CAB14710.1| (Z99118) similar to NifS protein homolog [Bacillus subtilis];-0.06934639;0.819097383;0.289675515740661;0.246688704217808;0.300185347;0.298174356;-0.044839023;0.905656335
SMU_1052;SMU_1052;annotation not available;-0.896441511;0.011073955;-0.0205463882515284;0.962275808820798;0.084365762;0.904448763;-0.216930408;0.731887029
SMU_1053;rex;"Redox-sensing transcriptional repressor Rex; Modulates transcription in response to changes in cellular NADH/NAD(+) redox state";-0.515850243;0.097342369;0.332249979480046;0.323050358992372;0.065742273;0.868285443;-0.816476014;0.016719576
SMU_1054;SMU_1054;"Putative glutamine amidotransferase; Best Blastp Hit:  pir||T36850 hypothetical protein SCI35.37 - Streptomyces coelicolor >gi|3581870|emb|CAA20826.1| (AL031541) hypothetical protein SCI35.37 [Streptomyces coelicolor A3(2)]";0.487092891;0.298062962;0.116696009203145;0.817172534190864;-0.607992245;0.170091821;-0.525908517;0.333898073
SMU_1056;SMU_1056;annotation not available;2.872286219;0.020790412;-1.52281202366869;0.302259274310181;-2.660281129;0.000860187;1.076760546;NA
SMU_1064c;SMU_1064c;"Putative transcriptional regulator (GntR family); Best Blastp Hit:  pir||B69780 transcription regulator GntR family homolog ydfD - Bacillus subtilis >gi|1881344|dbj|BAA19371.1| (AB001488) SIMILAR TO THE RHIZOPINE CATABOLISM (MOCR) GENE OF RHIZOBIUM MELILOTI. [Bacillus subtilis] >gi|2632837|emb|CAB12344.1| (Z99106) similar to transcriptional regulator (GntR family) / aminotransferase (MocR-like) [Bacillus subtilis]";-0.083394549;0.916168948;0.079706088709553;0.905394442725749;-0.375859653;0.549156283;-0.33457784;0.649490738
SMU_1065c;SMU_1065c;Best Blastp Hit:  dbj|BAB04138.1| (AP001508) transcriptional regulator (GntR family) [Bacillus halodurans];0.158563227;0.640198725;0.370674313060618;0.319638536588146;-0.028107739;0.933764437;-0.041207729;0.936070953
SMU_1067c;SMU_1067c;"Putative ABC transporter, permease protein; Best Blastp Hit:  pir||D72303 hypothetical protein TM1029 - Thermotoga maritima (strain MSB8) >gi|4981570|gb|AAD36106.1|AE001764_9 (AE001764) ABC transporter, permease protein, putative [Thermotoga maritima]";0.2558696;0.417788095;0.0673145363921529;0.866247568951509;-0.210645852;0.669735947;0.886372799;0.004860776
SMU_1068c;SMU_1068c;Best Blastp Hit:  pir||C72303 ABC transporter, ATP-binding protein - Thermotoga maritima (strain MSB8) >gi|4981569|gb|AAD36105.1|AE001764_8 (AE001764) ABC transporter, ATP-binding protein [Thermotoga maritima];0.141891484;0.557198306;0.0543737801519096;0.804115780836707;0.096482666;0.741259192;0.828522933;0.000129084
SMU_1069c;SMU_1069c;"Uncharacterized protein; Best Blastp Hit:  pir||I30010 NADH dehydrogenase (ubiquinone) (EC 1.6.5.3) chain 5 - Leishmania tarentolae mitochondrion";-0.438058509;0.351028413;0.0902984263445236;0.852014587126316;0.417617849;0.494457322;0.688718966;0.20866558
SMU_106c;SMU_106c;"Putative transposase; Best Blastp Hit:  gb|AAF26677.1|AF165983_1 (AF165983) putative transposase [Streptococcus agalactiae]";-1.192187823;9.48E-10;0.652361799599086;0.00168235303396651;0.886476601;8.56E-05;-0.35901952;0.277618672
SMU_107;SMU_107;annotation not available;-1.450571579;0.409413148;-0.805588145069728;0.444160364482123;-0.278429771;0.848495987;-0.306868992;NA
SMU_1070c;SMU_1070c;"Uncharacterized protein; Best Blastp Hit:  pir||B69655 two-component response regulator lytT-involved - Bacillus subtilis >gi|1770002|emb|CAA99611.1| (Z75208) autolysin response regulator [Bacillus subtilis] >gi|2635357|emb|CAB14852.1| (Z99118) two-component response regulator [Bacillus subtilis]";-0.311105721;0.435347326;-0.3170533979796;0.512128378184925;-0.538471211;0.362988861;0.84143218;0.216481679
SMU_1071c;SMU_1071c;"Uncharacterized protein; Best Blastp Hit:  gb|AAD11512.1| (U60828) unknown## [Lactococcus lactis]";0.960737211;0.051583874;-0.74028074909278;0.174562185484704;-1.573341541;0.002809285;-0.314722928;0.721577596
SMU_1072c;SMU_1072c;"Putative acetyltransferase; Best Blastp Hit:  sp|Q57146|PAT_STRVR PHOSPHINOTHRICIN N-ACETYLTRANSFERASE (PPT N-ACETYLTRANSFERASE) (PHOSPHINOTHRICIN-RESISTANCE PROTEIN) >gi|80871|pir||JT0409 phosphinothricin N-acetyltransferase (EC 2.3.1.-) - Streptomyces viridochromogenes >gi|295179|gb|AAA72709.1| (M22827) phosphinothricin-N-acetyltransferase [Streptomyces viridochromogenes] >gi|581786|emb|CAA46314.1| (X65195) phosphinothricin-N-acetyltransferase [Streptomyces viridochromogenes]";0.70126556;0.330983624;0.22335124231589;0.781539370613361;0.199985475;0.802889281;0.821879234;0.368231396
SMU_1074;SMU_1074;Best Blastp Hit:  pir||D69029 pantothenate metabolism flavoprotein dfp homolog MTH1216 - Methanobacterium thermoautotrophicum (strain Delta H) >gi|2622326|gb|AAB85705.1| (AE000889) pantothenate metabolism flavoprotein [Methanobacterium thermoautotrophicum];1.181292778;9.84E-07;-0.903590739798065;0.00548436575022243;-0.812449637;0.071743014;-0.55247559;0.32025528
SMU_1076;SMU_1076;"Putative membrane protein; Best Blastp Hit:  emb|CAA80247.1| (Z22520) membrane protein [Bacillus acidopullulyticus]";0.767426929;0.072603573;-0.446120128953025;0.25663442805652;-0.743514781;0.094219926;-1.008111226;0.014490193
SMU_1078c;SMU_1078c;Best Blastp Hit:  sp|Q9WYC4|Y288_THEMA HYPOTHETICAL ABC TRANSPORTER ATP-BINDING PROTEIN TM0288 >gi|7445855|pir||F72396 ABC transporter, ATP-binding protein - Thermotoga maritima  (strain MSB8) >gi|4980786|gb|AAD35376.1|AE001710_11 (AE001710) ABC transporter, ATP-binding protein [Thermotoga maritima];-0.200236786;0.451335177;-0.136756442271788;0.613131600960921;-0.556976547;0.036883969;-0.350380456;0.339938801
SMU_1079c;SMU_1079c;Best Blastp Hit:  pir||E72396 ABC transporter, ATP-binding protein - Thermotoga maritima (strain MSB8) >gi|4980785|gb|AAD35375.1|AE001710_10 (AE001710) ABC transporter, ATP-binding protein [Thermotoga maritima];-0.06774046;0.789472406;-0.0827126305364404;0.798979092813065;-0.203557843;0.563795407;-0.178221888;0.615089338
SMU_108;SMU_108;"Uncharacterized protein; Best Blastp Hit:  pir||E75521 conserved hypothetical protein - Deinococcus radiodurans (strain R1) >gi|6458111|gb|AAF10008.1|AE001902_8 (AE001902) conserved hypothetical protein [Deinococcus radiodurans]";-0.371253583;0.634772374;-0.509900050964822;0.347341757602759;-0.136692349;0.817072605;0.102026376;0.910255419
SMU_1080c;SMU_1080c;"Uncharacterized protein; Best Blastp Hit:  gi|10956398 pXO2-08 [Bacillus anthracis] >gi|6470159|gb|AAF13613.1|AF188935_11 (AF188935) pXO2-08 [Bacillus anthracis]";0.898039037;0.001344255;-1.19380801664967;2.7899168615431e-05;-1.219822027;0.005189519;-0.652402422;0.061212837
SMU_1081c;SMU_1081c;"Uncharacterized protein; Best Blastp Hit:  emb|CAB71302.1| (AJ130879) hypothetical protein [Clostridium sticklandii]";0.356880715;0.251390421;-0.914141156098943;0.0108801482475833;-0.957547386;0.001047209;-0.674103157;0.133527152
SMU_1083c;SMU_1083c;"Uncharacterized protein; Best Blastp Hit:  pir||F75007 sua5 related protein PAB1302 - Pyrococcus abyssi (strain Orsay) >gi|5459014|emb|CAB50500.1| (AJ248288) SUA5 RELATED PROTEIN [Pyrococcus abyssi]; Belongs to the SUA5 family";1.213487019;9.29E-05;-1.42034946858227;7.18168449247357e-06;-1.135954459;0.000166101;-0.667613246;0.190611397
SMU_1087;SMU_1087;"Probable tautomerase SMU_1087; Best Blastp Hit:  sp|Q01468|XYLH_PSEPU 4-OXALOCROTONATE TAUTOMERASE (4-OT) >gi|321705|pir||A43397 4-oxalocrotonate tautomerase (EC 5.3.2.-) xylH - Pseudomonas putida plasmid TOL pWW0 >gi|150974|gb|AAA25694.1| (M94186) 4-oxalocrotonate tautomerase [Pseudomonas putida] >gi|151717|gb|AAA26046.1| (M95650) 4-oxalocrotonate tautomerase [Plasmid pWW0] >gi|448277|prf||1916401D 4-oxalocrotonate tautomerase [Pseudomonas putida]";0.293263969;0.345141591;0.059595874968241;0.903133397719275;0.137615022;0.698458236;-0.071132421;0.876161434
SMU_1089;SMU_1089;"Uncharacterized protein; Best Blastp Hit:  gb|AAG18632.1| (AY007504) unknown [Streptococcus mitis]";-0.805063898;0.00206299;1.3679120339495;2.86498997699544e-08;1.614373064;3.76E-09;-0.026749001;0.952429095
SMU_109;SMU_109;"Uncharacterized protein; Best Blastp Hit:  gb|AAG32545.1| (U12643) Dsg [Streptococcus gordonii]";-0.559493226;0.090169839;0.0489551235285913;0.903133397719275;-0.120266069;0.849893276;0.402706351;0.226723241
SMU_1090;SMU_1090;"Uncharacterized protein; Best Blastp Hit:  gb|AAG18632.1| (AY007504) unknown [Streptococcus mitis]";-1.49790049;9.94E-08;1.83351172147541;7.12686623287871e-10;1.772389154;4.64E-09;-0.653119251;0.084205853
SMU_1093;SMU_1093;"Putative ABC transporter, permease protein; Best Blastp Hit:  pir||F69762 transporter homolog yclI - Bacillus subtilis >gi|1805444|dbj|BAA09006.1| (D50453) homologue of hypothetical protein in a rapamycin synthesis gene cluster of Streptomyces hygroscopicus [Bacillus subtilis] >gi|2632675|emb|CAB12182.1| (Z99106) similar to transporter [Bacillus subtilis]";1.914997263;8.93E-09;-1.59448337564092;9.22599404489511e-06;-1.83754759;5.46E-06;0.215609447;0.756074877
SMU_1094;SMU_1094;"Putative ABC transporter, ATP-binding protein; Best Blastp Hit:  pir||E69762 ABC transporter (permease) homolog yclH - Bacillus subtilis >gi|1805443|dbj|BAA09005.1| (D50453) homologue of hypothetical protein in a rapamycin synthesis gene cluster of Streptomyces hygroscopicus [Bacillus subtilis] >gi|2632674|emb|CAB12181.1| (Z99106) similar to ABC transporter (permease) [Bacillus subtilis]";1.638412298;0.00071093;-1.86697465554803;6.21641128190053e-05;-2.018945476;0.00919019;-0.160819721;0.858458042
SMU_1097c;SMU_1097c;Best Blastp Hit:  emb|CAB43501.1| (AJ006210) transcriptional regulator protein [Escherichia coli];2.015807451;5.93E-17;-1.9222800887272;3.17568281185943e-12;-1.706135616;2.32E-07;0.116320356;0.808181832
SMU_1098c;SMU_1098c;"Putative oxidoreductase; Best Blastp Hit:  pir||F69905 probable alcohol dehydrogenase (EC 1.1.1.-) yogA - Bacillus subtilis >gi|2634226|emb|CAB13726.1| (Z99113) similar to alcohol dehydrogenase [Bacillus subtilis] >gi|2634237|emb|CAB13736.1| (Z99114) similar to alcohol dehydrogenase [Bacillus subtilis]";2.011143553;7.59E-13;-2.35062372397855;1.07623732975459e-15;-2.071003766;0.0005289;0.357292525;0.567898204
SMU_11;SMU_11;"Uncharacterized protein; Best Blastp Hit:  pir||T16171 hypothetical protein F26F4.8 - Caenorhabditis elegans >gi|529206|gb|AAA91223.1| (U12964) contains zinc finger-like regions [Caenorhabditis elegans]";0.015954739;0.986463372;0.524307601101847;0.550228245166675;-0.376282293;0.649082951;-0.782715565;0.403873491
SMU_1100c;SMU_1100c;"Putative permease; Best Blastp Hit:  gb|AAC05771.1| (AF051356) putative permease [Streptococcus mutans]";0.2552218;0.372985116;-0.990246214066427;0.000192258354715978;-1.51413516;0.000316485;0.798049229;0.007790106
SMU_1104c;SMU_1104c;"Uncharacterized protein; Best Blastp Hit:  pir||B75539 probable phosphoglycerate mutase - Deinococcus radiodurans (strain R1) >gi|6457950|gb|AAF09860.1|AE001889_6 (AE001889) phosphoglycerate mutase, putative [Deinococcus radiodurans]; Belongs to the phosphoglycerate mutase family";-2.321804595;4.51E-17;2.1016850809439;4.77129914721733e-10;2.715197705;2.55E-31;1.888023637;8.24E-07
SMU_1105c;SMU_1105c;"Putative phosphoglycerate mutase-like protein; Best Blastp Hit:  pir||S56619 gpmB protein - Escherichia coli >gi|537235|gb|AAA97291.1| (U14003) Kenn Rudd identifies as gpmB [Escherichia coli] >gi|1790856|gb|AAC77348.1| (AE000509) phosphoglyceromutase 2 [Escherichia coli]; Belongs to the phosphoglycerate mutase family";-1.634001211;6.82E-05;2.16932242720479;2.29101011996357e-07;2.331877542;1.58E-08;2.538430924;6.58E-07
SMU_1106c;SMU_1106c;"Uncharacterized protein; Best Blastp Hit:  pir||A75439 probable phosphoglycerate mutase - Deinococcus radiodurans  (strain R1) >gi|6458827|gb|AAF10667.1|AE001959_7 (AE001959) phosphoglycerate mutase, putative [Deinococcus radiodurans]; Belongs to the phosphoglycerate mutase family";-1.438736687;8.10E-11;1.75694268095651;2.17962655055649e-13;2.05970079;1.28E-17;2.806013796;1.26E-26
SMU_1107c;SMU_1107c;"Uncharacterized protein; Best Blastp Hit:  sp|P13266|NEUA_ECOLI ACYLNEURAMINATE CYTIDYLYLTRANSFERASE (CMP-N-ACETYLNEURAMINIC ACID SYNTHETASE) (CMP-NEUNAC SYNTHETASE) >gi|95640|pir||A36509 N-acylneuraminate cytidylyltransferase (EC 2.7.7.43) - Escherichia coli >gi|146944|gb|AAA24210.1| (J05023) CMP-N-acetylneuraminic acid synthetase [Escherichia coli]";0.103256605;0.716613781;0.0292209636560701;0.920868468182243;0.532366254;0.052076224;0.337531344;0.367894751
SMU_1108c;SMU_1108c;"Uncharacterized protein; Best Blastp Hit:  dbj|BAA35548.1| (D90722) Hypothetical 30.2 kd protein in idh-deoR intergenic region. [Escherichia coli] >gi|4062435|dbj|BAA35556.1| (D90723) Hypothetical 30.2 kd protein in idh-deoR intergenic region. [Escherichia coli]";-0.617560096;0.00300563;0.379829190170197;0.0683681586698817;0.558584132;0.039809425;0.130659884;0.705992694
SMU_1109c;SMU_1109c;"Putative integral membrane protein possible permease; Best Blastp Hit:  gb|AAF41787.1| (AE002492) hypothetical protein [Neisseria meningitidis MC58] >gi|7380281|emb|CAB84867.1| (AL162756) putative integral membrane protein [Neisseria meningitidis]";1.015237958;0.000843079;-1.23023073294093;0.000127032155911101;-1.520161737;3.09E-05;0.742611003;0.046449934
SMU_1111c;SMU_1111c;"Uncharacterized protein; Best Blastp Hit:  sp|P31847|YPUA_BACSU HYPOTHETICAL 31.3 KD PROTEIN IN LYSA-PPIB INTERGENIC REGION (ORFX19) >gi|1075852|pir||JU0473 ypuA protein - Bacillus subtilis >gi|410118|gb|AAA67474.1| (L09228) ORFX19 [Bacillus subtilis] >gi|2634772|emb|CAB14269.1| (Z99116) ypuA [Bacillus subtilis]";0.47889839;0.07422549;-1.04309343930182;5.30115695093185e-05;-0.985143864;8.16E-05;0.392574262;0.324721156
SMU_1112c;SMU_1112c;"Uncharacterized protein; Best Blastp Hit:  sp|P45871|YWKD_BACSU HYPOTHETICAL 14.8 KD PROTEIN IN TDK-PRFA INTERGENIC REGION >gi|1075944|pir||S55436 conserved hypothetical protein ywkD - Bacillus subtilis >gi|853775|emb|CAA89883.1| (Z49782) unknown [Bacillus subtilis] >gi|2636227|emb|CAB15719.1| (Z99122) similar to hypothetical proteins [Bacillus subtilis]";0.150703285;0.78892266;-1.11467136942403;0.00830053791704623;-0.674388632;0.092078915;0.376986681;0.528733492
SMU_1116c;SMU_1116c;"Uncharacterized protein; Best Blastp Hit:  emb|CAA09269.1| (AJ010604) L-Sox5 protein [Mus musculus]";-2.154087409;1.23E-22;2.33857647518337;1.019730737747e-19;2.124894239;1.40E-19;-1.022966615;0.000206645
